HPO_term	GO_term	Co-occurrence_similarity_(S)
HP:0000362	GO:0032991	0.3077
HP:0000362	GO:0043589	0.3077
HP:0000362	GO:0048407	0.2000
HP:0000362	GO:0061077	0.3158
HP:0000364	GO:0005777	0.2963
HP:0000364	GO:0005778	0.3929
HP:0000364	GO:0005779	0.3333
HP:0000364	GO:0006625	0.3000
HP:0000364	GO:0007031	0.4255
HP:0000364	GO:0016558	0.3721
HP:0000364	GO:0045046	0.2105
HP:0000365	GO:0005515	0.2602
HP:0000365	GO:0005634	0.2350
HP:0000365	GO:0005654	0.2309
HP:0000365	GO:0005737	0.2073
HP:0000369	GO:0005515	0.2270
HP:0000369	GO:0005654	0.2309
HP:0000370	GO:0030878	0.2105
HP:0000370	GO:0048538	0.2000
HP:0000372	GO:0001054	0.6667
HP:0000372	GO:0001056	0.5714
HP:0000372	GO:0005666	0.5714
HP:0000372	GO:0005736	0.6667
HP:0000372	GO:0006361	0.3636
HP:0000372	GO:0006362	0.4000
HP:0000372	GO:0006363	0.3636
HP:0000372	GO:0045815	0.3077
HP:0000376	GO:0007605	0.3971
HP:0000376	GO:0032420	0.2278
HP:0000383	GO:0003148	0.2041
HP:0000385	GO:0000076	0.3636
HP:0000385	GO:0000082	0.3125
HP:0000385	GO:0000083	0.3529
HP:0000385	GO:0000166	0.3636
HP:0000385	GO:0000808	0.5455
HP:0000385	GO:0003688	0.3333
HP:0000385	GO:0005664	0.5455
HP:0000385	GO:0006260	0.2000
HP:0000385	GO:0006270	0.4286
HP:0000387	GO:0030203	0.2353
HP:0000387	GO:0043206	0.5455
HP:0000387	GO:0043588	0.2222
HP:0000387	GO:0048407	0.2667
HP:0000388	GO:0003341	0.2041
HP:0000389	GO:0003341	0.5357
HP:0000389	GO:0003356	0.2174
HP:0000389	GO:0005930	0.3714
HP:0000389	GO:0007368	0.2258
HP:0000389	GO:0030317	0.2745
HP:0000389	GO:0036157	0.2174
HP:0000389	GO:0036158	0.4528
HP:0000389	GO:0036159	0.3200
HP:0000389	GO:0044458	0.2800
HP:0000389	GO:0060287	0.2500
HP:0000389	GO:0070286	0.3265
HP:0000391	GO:0007265	0.2222
HP:0000394	GO:0005588	0.4444
HP:0000394	GO:0030199	0.2308
HP:0000394	GO:0032964	0.4444
HP:0000394	GO:0043588	0.2000
HP:0000394	GO:0048407	0.2353
HP:0000394	GO:0048592	0.4000
HP:0000394	GO:1903225	0.4444
HP:0000395	GO:0005215	0.2000
HP:0000395	GO:0031904	0.4444
HP:0000395	GO:0032588	0.2222
HP:0000396	GO:0042472	0.2105
HP:0000399	GO:0007605	0.4127
HP:0000399	GO:0032420	0.2609
HP:0000402	GO:0000028	0.2162
HP:0000402	GO:0000184	0.4643
HP:0000402	GO:0003735	0.4706
HP:0000402	GO:0005840	0.2632
HP:0000402	GO:0006364	0.4262
HP:0000402	GO:0006412	0.4333
HP:0000402	GO:0006413	0.4483
HP:0000402	GO:0006614	0.5000
HP:0000402	GO:0015935	0.2222
HP:0000402	GO:0019083	0.4643
HP:0000402	GO:0022625	0.2632
HP:0000402	GO:0022627	0.3404
HP:0000402	GO:0042273	0.2286
HP:0000402	GO:0042274	0.2703
HP:0000403	GO:0003341	0.2479
HP:0000403	GO:0005930	0.2667
HP:0000403	GO:0036158	0.2034
HP:0000403	GO:0060271	0.2515
HP:0000407	GO:0005515	0.2830
HP:0000407	GO:0005634	0.2120
HP:0000407	GO:0005737	0.2034
HP:0000408	GO:0007605	0.4545
HP:0000410	GO:0042472	0.2000
HP:0000413	GO:0000184	0.2680
HP:0000413	GO:0003735	0.2609
HP:0000413	GO:0006364	0.2549
HP:0000413	GO:0006412	0.2772
HP:0000413	GO:0006413	0.2626
HP:0000413	GO:0006614	0.2796
HP:0000413	GO:0019083	0.2680
HP:0000414	GO:0036297	0.2301
HP:0000417	GO:0000014	0.3333
HP:0000417	GO:0000109	0.6000
HP:0000417	GO:0000110	0.4444
HP:0000417	GO:0003678	0.2857
HP:0000417	GO:0006283	0.3478
HP:0000417	GO:0006284	0.2222
HP:0000417	GO:0006289	0.2727
HP:0000417	GO:0006293	0.2500
HP:0000417	GO:0006295	0.2500
HP:0000417	GO:0008094	0.2105
HP:0000417	GO:0009411	0.2727
HP:0000417	GO:0032205	0.5000
HP:0000417	GO:0043566	0.5000
HP:0000417	GO:0070522	0.4444
HP:0000417	GO:0070911	0.2222
HP:0000418	GO:0006561	0.4000
HP:0000418	GO:0008652	0.2353
HP:0000421	GO:0007596	0.3937
HP:0000421	GO:0070527	0.2250
HP:0000422	GO:0005777	0.4000
HP:0000422	GO:0005778	0.6286
HP:0000422	GO:0005779	0.6667
HP:0000422	GO:0006625	0.6316
HP:0000422	GO:0007031	0.7692
HP:0000422	GO:0008022	0.2029
HP:0000422	GO:0016557	0.2667
HP:0000422	GO:0016558	0.7273
HP:0000422	GO:0016559	0.2353
HP:0000422	GO:0016560	0.2667
HP:0000422	GO:0016561	0.3750
HP:0000422	GO:0042623	0.2353
HP:0000422	GO:0045046	0.4706
HP:0000422	GO:0060152	0.2667
HP:0000422	GO:1901094	0.2667
HP:0000426	GO:0060271	0.2740
HP:0000434	GO:0001569	0.3333
HP:0000434	GO:0001937	0.2500
HP:0000434	GO:0003203	0.2500
HP:0000434	GO:0005024	0.4000
HP:0000434	GO:0010596	0.4000
HP:0000434	GO:0010862	0.3077
HP:0000434	GO:0017015	0.2857
HP:0000434	GO:0030509	0.2286
HP:0000434	GO:0030513	0.3750
HP:0000434	GO:0035912	0.4444
HP:0000434	GO:0043537	0.4000
HP:0000434	GO:0048185	0.5714
HP:0000434	GO:0050431	0.2857
HP:0000434	GO:0071773	0.3333
HP:0000434	GO:0090500	0.6667
HP:0000434	GO:2000279	0.5714
HP:0000437	GO:0035097	0.2222
HP:0000437	GO:0044666	0.2857
HP:0000437	GO:0051568	0.2667
HP:0000452	GO:0001054	0.2000
HP:0000452	GO:0005007	0.2000
HP:0000452	GO:0005736	0.2000
HP:0000457	GO:0000184	0.2063
HP:0000457	GO:0006412	0.2000
HP:0000457	GO:0006413	0.2031
HP:0000457	GO:0006614	0.2131
HP:0000457	GO:0019083	0.2063
HP:0000458	GO:0003341	0.2941
HP:0000458	GO:0005930	0.2241
HP:0000458	GO:0036158	0.2424
HP:0000460	GO:0005007	0.2857
HP:0000460	GO:0010518	0.2500
HP:0000460	GO:0017134	0.2000
HP:0000460	GO:0030282	0.2105
HP:0000460	GO:0060349	0.2105
HP:0000460	GO:2000773	0.2667
HP:0000465	GO:0000184	0.2342
HP:0000465	GO:0003735	0.2264
HP:0000465	GO:0006364	0.2241
HP:0000465	GO:0006412	0.2261
HP:0000465	GO:0006413	0.2301
HP:0000465	GO:0006614	0.2430
HP:0000465	GO:0019083	0.2342
HP:0000466	GO:0005160	0.2105
HP:0000466	GO:0030514	0.2500
HP:0000466	GO:0043408	0.2500
HP:0000466	GO:0048468	0.2353
HP:0000467	GO:0006936	0.3038
HP:0000467	GO:0007271	0.2083
HP:0000471	GO:0001569	0.3077
HP:0000471	GO:0001937	0.2353
HP:0000471	GO:0003203	0.2353
HP:0000471	GO:0005024	0.3636
HP:0000471	GO:0010596	0.3636
HP:0000471	GO:0010862	0.2963
HP:0000471	GO:0017015	0.2667
HP:0000471	GO:0030509	0.2222
HP:0000471	GO:0030513	0.3529
HP:0000471	GO:0035912	0.4000
HP:0000471	GO:0043537	0.3636
HP:0000471	GO:0048185	0.5000
HP:0000471	GO:0050431	0.2667
HP:0000471	GO:0071773	0.3158
HP:0000471	GO:0090500	0.5714
HP:0000471	GO:2000279	0.5000
HP:0000474	GO:0005777	0.2824
HP:0000474	GO:0005778	0.3667
HP:0000474	GO:0005779	0.3043
HP:0000474	GO:0006625	0.2727
HP:0000474	GO:0007031	0.3922
HP:0000474	GO:0016558	0.3404
HP:0000476	GO:0097542	0.2041
HP:0000478	GO:0007605	0.2660
HP:0000480	GO:0035869	0.2963
HP:0000480	GO:0036038	0.3200
HP:0000480	GO:0042472	0.2500
HP:0000480	GO:0048793	0.2222
HP:0000480	GO:2000378	0.2105
HP:0000481	GO:0003341	0.6122
HP:0000481	GO:0003356	0.2564
HP:0000481	GO:0005930	0.4127
HP:0000481	GO:0007368	0.2909
HP:0000481	GO:0030317	0.3182
HP:0000481	GO:0036157	0.2564
HP:0000481	GO:0036158	0.5217
HP:0000481	GO:0036159	0.3721
HP:0000481	GO:0044458	0.3256
HP:0000481	GO:0060287	0.2927
HP:0000481	GO:0070286	0.3810
HP:0000481	GO:0071907	0.2000
HP:0000483	GO:0007601	0.2248
HP:0000485	GO:0006493	0.2500
HP:0000485	GO:0035269	0.2353
HP:0000486	GO:0005515	0.3102
HP:0000486	GO:0005634	0.2613
HP:0000486	GO:0005654	0.2533
HP:0000486	GO:0005737	0.2272
HP:0000486	GO:0005829	0.2077
HP:0000488	GO:0060271	0.2727
HP:0000491	GO:0000715	0.2857
HP:0000491	GO:0000717	0.3333
HP:0000491	GO:0003684	0.2000
HP:0000491	GO:0006293	0.2400
HP:0000491	GO:0006294	0.3200
HP:0000491	GO:0006295	0.2400
HP:0000491	GO:0006296	0.2000
HP:0000491	GO:0070911	0.2963
HP:0000491	GO:0070914	0.2727
HP:0000491	GO:1901990	0.2105
HP:0000492	GO:0000028	0.2162
HP:0000492	GO:0000184	0.4643
HP:0000492	GO:0003735	0.4706
HP:0000492	GO:0005840	0.2632
HP:0000492	GO:0006364	0.4262
HP:0000492	GO:0006412	0.4333
HP:0000492	GO:0006413	0.4483
HP:0000492	GO:0006614	0.5000
HP:0000492	GO:0015935	0.2222
HP:0000492	GO:0019083	0.4643
HP:0000492	GO:0022625	0.2632
HP:0000492	GO:0022627	0.3404
HP:0000492	GO:0042273	0.2286
HP:0000492	GO:0042274	0.2703
HP:0000492	GO:0046513	0.2000
HP:0000494	GO:0005829	0.2094
HP:0000495	GO:0005007	0.2353
HP:0000495	GO:0010518	0.2105
HP:0000495	GO:0032808	0.2353
HP:0000495	GO:0046579	0.2000
HP:0000495	GO:0060595	0.2500
HP:0000496	GO:0036038	0.2029
HP:0000496	GO:0060271	0.2353
HP:0000498	GO:0005697	0.2041
HP:0000498	GO:0007004	0.2308
HP:0000498	GO:0070034	0.2083
HP:0000501	GO:0007601	0.2380
HP:0000504	GO:0030324	0.2727
HP:0000504	GO:0043408	0.2000
HP:0000504	GO:0048468	0.2857
HP:0000505	GO:0005515	0.2570
HP:0000505	GO:0007601	0.2198
HP:0000508	GO:0005515	0.2141
HP:0000510	GO:0007601	0.2090
HP:0000510	GO:0060271	0.2046
HP:0000511	GO:0015485	0.2105
HP:0000511	GO:0030301	0.3077
HP:0000511	GO:0033344	0.2667
HP:0000512	GO:0007601	0.3233
HP:0000514	GO:0005777	0.3038
HP:0000514	GO:0005778	0.4074
HP:0000514	GO:0005779	0.3500
HP:0000514	GO:0006625	0.3158
HP:0000514	GO:0007031	0.4444
HP:0000514	GO:0008022	0.2045
HP:0000514	GO:0016558	0.3902
HP:0000514	GO:0045046	0.2222
HP:0000518	GO:0005515	0.2682
HP:0000518	GO:0005634	0.2123
HP:0000518	GO:0005654	0.2189
HP:0000522	GO:0005007	0.2857
HP:0000522	GO:0010518	0.2500
HP:0000522	GO:0016303	0.2000
HP:0000522	GO:0017134	0.2000
HP:0000522	GO:0030282	0.2105
HP:0000522	GO:0032808	0.2857
HP:0000522	GO:0045739	0.2000
HP:0000522	GO:0060349	0.2105
HP:0000522	GO:0060595	0.3077
HP:0000523	GO:0042813	0.2000
HP:0000524	GO:0005024	0.2105
HP:0000524	GO:0010596	0.2105
HP:0000524	GO:0010862	0.2286
HP:0000524	GO:0030513	0.2400
HP:0000524	GO:0035912	0.2222
HP:0000524	GO:0043537	0.2105
HP:0000524	GO:0048185	0.2500
HP:0000524	GO:0051001	0.2500
HP:0000524	GO:0071773	0.2222
HP:0000524	GO:0090500	0.2667
HP:0000524	GO:2000279	0.2500
HP:0000526	GO:0043010	0.2000
HP:0000526	GO:0061072	0.5000
HP:0000526	GO:0061303	0.3333
HP:0000528	GO:0007224	0.2750
HP:0000528	GO:0035869	0.2162
HP:0000528	GO:0036038	0.3056
HP:0000528	GO:0060271	0.2623
HP:0000529	GO:0007601	0.3801
HP:0000532	GO:0005777	0.2308
HP:0000532	GO:0005778	0.2785
HP:0000532	GO:0005779	0.2154
HP:0000532	GO:0007031	0.2857
HP:0000532	GO:0016558	0.2424
HP:0000532	GO:0035869	0.2000
HP:0000532	GO:0036038	0.2647
HP:0000533	GO:0007601	0.3958
HP:0000534	GO:0005697	0.2703
HP:0000534	GO:0007004	0.2500
HP:0000534	GO:0070034	0.2778
HP:0000537	GO:0005777	0.3810
HP:0000537	GO:0005778	0.5789
HP:0000537	GO:0005779	0.5833
HP:0000537	GO:0006625	0.5455
HP:0000537	GO:0007031	0.6897
HP:0000537	GO:0016557	0.2222
HP:0000537	GO:0016558	0.6400
HP:0000537	GO:0016559	0.2000
HP:0000537	GO:0016560	0.2222
HP:0000537	GO:0016561	0.3158
HP:0000537	GO:0042623	0.2000
HP:0000537	GO:0045046	0.4000
HP:0000537	GO:0060152	0.2222
HP:0000537	GO:1901094	0.2222
HP:0000540	GO:0007601	0.2029
HP:0000541	GO:0007601	0.3475
HP:0000543	GO:0007601	0.2529
HP:0000543	GO:0032981	0.2111
HP:0000544	GO:0007271	0.2000
HP:0000545	GO:0007601	0.2698
HP:0000546	GO:0060271	0.2727
HP:0000547	GO:0032391	0.2581
HP:0000547	GO:0035869	0.3030
HP:0000547	GO:0036038	0.2581
HP:0000547	GO:0060271	0.2222
HP:0000548	GO:0007601	0.3568
HP:0000548	GO:0036064	0.2166
HP:0000548	GO:0045494	0.2113
HP:0000550	GO:0007601	0.2581
HP:0000550	GO:0045494	0.2192
HP:0000551	GO:0007601	0.3826
HP:0000552	GO:0007601	0.3171
HP:0000554	GO:0007254	0.2667
HP:0000554	GO:0070423	0.2500
HP:0000556	GO:0007601	0.2548
HP:0000556	GO:0060271	0.2291
HP:0000557	GO:0006493	0.3182
HP:0000557	GO:0035269	0.3077
HP:0000563	GO:0007601	0.3417
HP:0000567	GO:0036038	0.2632
HP:0000567	GO:0060271	0.2381
HP:0000570	GO:0007224	0.3077
HP:0000570	GO:0035869	0.3636
HP:0000570	GO:0036038	0.6452
HP:0000570	GO:0060170	0.2105
HP:0000570	GO:0060271	0.3704
HP:0000571	GO:0016191	0.3636
HP:0000572	GO:0007601	0.2947
HP:0000575	GO:0007601	0.2892
HP:0000579	GO:0003720	0.2000
HP:0000579	GO:0005697	0.4000
HP:0000579	GO:0007004	0.3571
HP:0000579	GO:0031118	0.2857
HP:0000579	GO:0031120	0.2857
HP:0000579	GO:0031429	0.2857
HP:0000579	GO:0034513	0.2857
HP:0000579	GO:0042162	0.2500
HP:0000579	GO:0060349	0.2308
HP:0000579	GO:0060595	0.2000
HP:0000579	GO:0070034	0.4167
HP:0000579	GO:0072589	0.2857
HP:0000579	GO:0090661	0.2857
HP:0000579	GO:1904874	0.2727
HP:0000585	GO:0045747	0.3077
HP:0000586	GO:0005007	0.2000
HP:0000586	GO:0032991	0.2000
HP:0000586	GO:0060348	0.2105
HP:0000586	GO:0061077	0.2222
HP:0000587	GO:0007601	0.2167
HP:0000588	GO:0007224	0.2188
HP:0000588	GO:0035869	0.2414
HP:0000588	GO:0036038	0.3571
HP:0000588	GO:0060271	0.2830
HP:0000589	GO:0007224	0.2342
HP:0000589	GO:0060271	0.2222
HP:0000590	GO:0000002	0.3000
HP:0000590	GO:0006261	0.2222
HP:0000590	GO:0006264	0.3333
HP:0000590	GO:0042645	0.2069
HP:0000590	GO:0043097	0.2500
HP:0000590	GO:0043504	0.2500
HP:0000593	GO:0030208	0.2857
HP:0000594	GO:0001527	0.2353
HP:0000594	GO:0017112	0.2105
HP:0000594	GO:0034389	0.2353
HP:0000594	GO:0042813	0.3000
HP:0000594	GO:0071782	0.2000
HP:0000594	GO:0097051	0.2667
HP:0000594	GO:1903061	0.2500
HP:0000594	GO:1903373	0.2667
HP:0000594	GO:2000786	0.2500
HP:0000598	GO:0044325	0.2087
HP:0000598	GO:0060307	0.2619
HP:0000600	GO:0005697	0.3571
HP:0000600	GO:0007004	0.3226
HP:0000600	GO:0031118	0.2500
HP:0000600	GO:0031120	0.2500
HP:0000600	GO:0031429	0.2500
HP:0000600	GO:0034513	0.2500
HP:0000600	GO:0042162	0.2222
HP:0000600	GO:0070034	0.3704
HP:0000600	GO:0072589	0.2500
HP:0000600	GO:0090661	0.2500
HP:0000600	GO:1904874	0.2400
HP:0000602	GO:0005747	0.2414
HP:0000602	GO:0006120	0.2301
HP:0000602	GO:0008137	0.2364
HP:0000602	GO:0032981	0.2764
HP:0000603	GO:0007601	0.3763
HP:0000605	GO:0005776	0.2000
HP:0000605	GO:0016191	0.2500
HP:0000607	GO:0033209	0.2424
HP:0000607	GO:0046330	0.2500
HP:0000608	GO:0007601	0.3547
HP:0000609	GO:0006493	0.2456
HP:0000609	GO:0035269	0.2308
HP:0000613	GO:0007601	0.4055
HP:0000614	GO:0005007	0.6667
HP:0000614	GO:0010518	0.5000
HP:0000614	GO:0017134	0.3333
HP:0000614	GO:0030282	0.3636
HP:0000614	GO:0048701	0.3077
HP:0000614	GO:0060349	0.3636
HP:0000616	GO:0002115	0.2667
HP:0000616	GO:0030900	0.2105
HP:0000616	GO:0051924	0.2000
HP:0000618	GO:0007601	0.2617
HP:0000620	GO:0005007	0.5714
HP:0000620	GO:0010518	0.4444
HP:0000620	GO:0016303	0.2609
HP:0000620	GO:0017134	0.3077
HP:0000620	GO:0030282	0.3333
HP:0000620	GO:0032808	0.5714
HP:0000620	GO:0043410	0.2000
HP:0000620	GO:0060349	0.3333
HP:0000620	GO:0060595	0.6667
HP:0000621	GO:0000715	0.4286
HP:0000621	GO:0000717	0.4706
HP:0000621	GO:0003684	0.2424
HP:0000621	GO:0006283	0.2400
HP:0000621	GO:0006284	0.2000
HP:0000621	GO:0006289	0.2500
HP:0000621	GO:0006293	0.3333
HP:0000621	GO:0006294	0.4444
HP:0000621	GO:0006295	0.3333
HP:0000621	GO:0006296	0.2609
HP:0000621	GO:0033683	0.2500
HP:0000621	GO:0070911	0.4000
HP:0000621	GO:0070914	0.4000
HP:0000621	GO:1901990	0.3333
HP:0000622	GO:0007601	0.2857
HP:0000623	GO:0042405	0.3636
HP:0000625	GO:0006401	0.2222
HP:0000625	GO:0032299	0.2500
HP:0000627	GO:0005777	0.2892
HP:0000627	GO:0005778	0.3793
HP:0000627	GO:0005779	0.3182
HP:0000627	GO:0006625	0.2857
HP:0000627	GO:0007031	0.4082
HP:0000627	GO:0016558	0.3556
HP:0000627	GO:0045046	0.2000
HP:0000632	GO:0016514	0.2041
HP:0000633	GO:0000014	0.3077
HP:0000633	GO:0000109	0.5455
HP:0000633	GO:0000110	0.4000
HP:0000633	GO:0003678	0.2667
HP:0000633	GO:0006283	0.3333
HP:0000633	GO:0006289	0.2609
HP:0000633	GO:0006293	0.2353
HP:0000633	GO:0006295	0.2353
HP:0000633	GO:0008094	0.2000
HP:0000633	GO:0009411	0.2609
HP:0000633	GO:0032205	0.4444
HP:0000633	GO:0043566	0.4444
HP:0000633	GO:0070522	0.4000
HP:0000633	GO:0070911	0.2105
HP:0000636	GO:0001054	0.4000
HP:0000636	GO:0001056	0.3636
HP:0000636	GO:0005666	0.3636
HP:0000636	GO:0005736	0.4000
HP:0000636	GO:0006361	0.2667
HP:0000636	GO:0006362	0.2857
HP:0000636	GO:0006363	0.2667
HP:0000636	GO:0045815	0.2353
HP:0000639	GO:0005515	0.2982
HP:0000639	GO:0005634	0.2202
HP:0000639	GO:0005654	0.2063
HP:0000639	GO:0005737	0.2164
HP:0000641	GO:0005777	0.3380
HP:0000641	GO:0005778	0.4783
HP:0000641	GO:0005779	0.4375
HP:0000641	GO:0006625	0.4000
HP:0000641	GO:0007031	0.5405
HP:0000641	GO:0008022	0.2250
HP:0000641	GO:0016558	0.4848
HP:0000641	GO:0016561	0.2222
HP:0000641	GO:0045046	0.2857
HP:0000642	GO:0007601	0.3049
HP:0000643	GO:0007005	0.2051
HP:0000643	GO:0032148	0.2143
HP:0000643	GO:0034599	0.2778
HP:0000643	GO:0034620	0.2000
HP:0000643	GO:0060548	0.2308
HP:0000643	GO:0097237	0.2000
HP:0000643	GO:1900407	0.2000
HP:0000643	GO:1901215	0.3030
HP:0000643	GO:1902236	0.2609
HP:0000643	GO:1902803	0.2857
HP:0000643	GO:1902958	0.2000
HP:0000643	GO:1903202	0.2857
HP:0000643	GO:1903384	0.2000
HP:0000647	GO:0035869	0.2414
HP:0000647	GO:0036038	0.3214
HP:0000648	GO:0005515	0.2289
HP:0000651	GO:0031663	0.2353
HP:0000651	GO:0032930	0.2353
HP:0000651	GO:0050860	0.2353
HP:0000652	GO:0000375	0.3333
HP:0000652	GO:0001054	0.5000
HP:0000652	GO:0001056	0.4444
HP:0000652	GO:0005666	0.4444
HP:0000652	GO:0005681	0.2000
HP:0000652	GO:0005736	0.5000
HP:0000652	GO:0006361	0.3077
HP:0000652	GO:0006362	0.3333
HP:0000652	GO:0006363	0.3077
HP:0000652	GO:0045815	0.2667
HP:0000654	GO:0007601	0.3220
HP:0000655	GO:0005594	0.4615
HP:0000655	GO:0030020	0.5000
HP:0000656	GO:0000715	0.2069
HP:0000656	GO:0000717	0.2500
HP:0000656	GO:0006294	0.2424
HP:0000656	GO:0070911	0.2286
HP:0000656	GO:0070914	0.2000
HP:0000657	GO:0005777	0.2016
HP:0000657	GO:0005778	0.2500
HP:0000657	GO:0007031	0.2105
HP:0000657	GO:0036038	0.2151
HP:0000657	GO:0060271	0.2657
HP:0000658	GO:0016191	0.6667
HP:0000659	GO:0006493	0.3889
HP:0000659	GO:0008375	0.2069
HP:0000659	GO:0035269	0.3871
HP:0000660	GO:0006641	0.2353
HP:0000660	GO:0034371	0.4444
HP:0000660	GO:0034372	0.3077
HP:0000660	GO:0051006	0.3636
HP:0000660	GO:0070328	0.3333
HP:0000662	GO:0007601	0.3123
HP:0000662	GO:0045494	0.2020
HP:0000667	GO:0017147	0.2500
HP:0000667	GO:0042813	0.2857
HP:0000667	GO:0060070	0.2000
HP:0000668	GO:0060271	0.2038
HP:0000674	GO:0030991	0.4444
HP:0000674	GO:0035721	0.4211
HP:0000674	GO:0097542	0.2581
HP:0000679	GO:0008543	0.2500
HP:0000679	GO:0016303	0.2500
HP:0000679	GO:0030991	0.2286
HP:0000679	GO:0035721	0.2222
HP:0000680	GO:0000014	0.2500
HP:0000680	GO:0000109	0.4286
HP:0000680	GO:0000110	0.3077
HP:0000680	GO:0003678	0.2222
HP:0000680	GO:0005007	0.3077
HP:0000680	GO:0006283	0.2963
HP:0000680	GO:0006289	0.2308
HP:0000680	GO:0006293	0.2000
HP:0000680	GO:0006295	0.2000
HP:0000680	GO:0009411	0.2308
HP:0000680	GO:0010518	0.2667
HP:0000680	GO:0016303	0.2069
HP:0000680	GO:0017134	0.2105
HP:0000680	GO:0030282	0.2222
HP:0000680	GO:0032205	0.3333
HP:0000680	GO:0032808	0.3077
HP:0000680	GO:0043566	0.3333
HP:0000680	GO:0045739	0.2105
HP:0000680	GO:0060349	0.2222
HP:0000680	GO:0060595	0.3333
HP:0000680	GO:0070522	0.3077
HP:0000683	GO:0042340	0.4444
HP:0000685	GO:0000109	0.2609
HP:0000685	GO:0000717	0.2143
HP:0000685	GO:0005669	0.2222
HP:0000685	GO:0006283	0.3889
HP:0000685	GO:0006289	0.3429
HP:0000685	GO:0006293	0.3448
HP:0000685	GO:0006294	0.2069
HP:0000685	GO:0006295	0.3448
HP:0000685	GO:0006296	0.2941
HP:0000685	GO:0006361	0.2222
HP:0000685	GO:0006362	0.2308
HP:0000685	GO:0006363	0.2222
HP:0000685	GO:0006370	0.2727
HP:0000685	GO:0006979	0.2174
HP:0000685	GO:0008094	0.2500
HP:0000685	GO:0009411	0.2286
HP:0000685	GO:0030991	0.3200
HP:0000685	GO:0033683	0.2857
HP:0000685	GO:0035721	0.3077
HP:0000685	GO:0045879	0.2222
HP:0000685	GO:0070911	0.3226
HP:0000685	GO:0097542	0.3158
HP:0000692	GO:0001527	0.2667
HP:0000692	GO:0017112	0.2353
HP:0000692	GO:0097051	0.3077
HP:0000692	GO:1903061	0.2857
HP:0000692	GO:1903373	0.3077
HP:0000692	GO:2000786	0.2857
HP:0000695	GO:0005929	0.2143
HP:0000695	GO:0007224	0.2069
HP:0000695	GO:0035869	0.2692
HP:0000695	GO:0036038	0.3600
HP:0000695	GO:0036064	0.2105
HP:0000695	GO:0060271	0.2400
HP:0000695	GO:0097542	0.3103
HP:0000696	GO:0000980	0.2143
HP:0000696	GO:0001164	0.2500
HP:0000696	GO:0006337	0.4211
HP:0000696	GO:0006338	0.2857
HP:0000696	GO:0015467	0.2222
HP:0000696	GO:0016514	0.4762
HP:0000696	GO:0016922	0.2105
HP:0000696	GO:0030957	0.2000
HP:0000696	GO:0031492	0.3000
HP:0000696	GO:0043044	0.3000
HP:0000696	GO:0043923	0.2353
HP:0000696	GO:0048096	0.2353
HP:0000696	GO:0071564	0.4211
HP:0000696	GO:0071565	0.4211
HP:0000696	GO:1901838	0.2222
HP:0000696	GO:1902661	0.2500
HP:0000703	GO:0005518	0.2381
HP:0000703	GO:0005584	0.2000
HP:0000703	GO:0032991	0.2857
HP:0000703	GO:0060348	0.2069
HP:0000703	GO:0061077	0.2963
HP:0000703	GO:1901874	0.2000
HP:0000706	GO:0003725	0.2667
HP:0000706	GO:0003727	0.4444
HP:0000706	GO:0005923	0.2222
HP:0000706	GO:0009597	0.5714
HP:0000706	GO:0032480	0.2667
HP:0000706	GO:0032587	0.2500
HP:0000706	GO:0032727	0.3636
HP:0000706	GO:0032728	0.2500
HP:0000706	GO:0034344	0.6667
HP:0000706	GO:0039528	0.6667
HP:0000706	GO:0045595	0.2857
HP:0000710	GO:0006914	0.2727
HP:0000710	GO:0016197	0.2000
HP:0000710	GO:0016235	0.2000
HP:0000710	GO:0060999	0.3077
HP:0000711	GO:0000213	0.2727
HP:0000711	GO:0000379	0.2727
HP:0000711	GO:0006388	0.2609
HP:0000711	GO:0006546	0.2727
HP:0000712	GO:0005743	0.2051
HP:0000712	GO:0005747	0.2074
HP:0000712	GO:0008137	0.2016
HP:0000712	GO:0032981	0.2394
HP:0000722	GO:0005750	0.2353
HP:0000722	GO:0034551	0.2000
HP:0000725	GO:0000422	0.2222
HP:0000725	GO:0001933	0.2400
HP:0000725	GO:0007005	0.2500
HP:0000725	GO:0010821	0.3333
HP:0000725	GO:0014059	0.2105
HP:0000725	GO:0016234	0.2353
HP:0000725	GO:0016241	0.2000
HP:0000725	GO:0016242	0.2500
HP:0000725	GO:0030544	0.2105
HP:0000725	GO:0031072	0.2353
HP:0000725	GO:0031396	0.2500
HP:0000725	GO:0034599	0.4138
HP:0000725	GO:0034620	0.3077
HP:0000725	GO:0043014	0.2105
HP:0000725	GO:0044257	0.2667
HP:0000725	GO:0046329	0.2105
HP:0000725	GO:0055069	0.2857
HP:0000725	GO:0060548	0.3158
HP:0000725	GO:0060828	0.2105
HP:0000725	GO:0071287	0.4286
HP:0000725	GO:0090141	0.2222
HP:0000725	GO:0097237	0.3077
HP:0000725	GO:0097413	0.2857
HP:0000725	GO:0098779	0.2667
HP:0000725	GO:0099074	0.2857
HP:0000725	GO:1900407	0.3077
HP:0000725	GO:1901215	0.4615
HP:0000725	GO:1902236	0.3750
HP:0000725	GO:1902803	0.4286
HP:0000725	GO:1902902	0.2857
HP:0000725	GO:1902958	0.3077
HP:0000725	GO:1903135	0.3077
HP:0000725	GO:1903146	0.3000
HP:0000725	GO:1903202	0.4286
HP:0000725	GO:1903206	0.2857
